R0,TE,TP,TI1,TI2,nuA,ns,p_home_weekend,alphaTH,etaTH,alphaEP,alphaI1D,alphaHD,alphaI1H,eta,deaths
2.887733835,0.736996147,2.932528656,3.282423185,0.000604572,0.923905595,24.21426339,0.747721489,0.27260423,0.037250579,-3.498072999,-14.29118052,-2.446171295,-2.304868745,0.023764558,128
3.29519012,1.811994586,2.068021325,3.842108216,0.247266778,0.990111723,44.66271719,0.399804429,1.443878694,0.013307774,-2.724241533,-17.41924492,-3.470842747,-3.592790138,0.029328184,250
2.381847093,0.279251079,2.037772671,3.215877405,0.15084885,0.261317726,51.32923461,0.073285904,-0.369016627,0.05418413,-1.870025908,-4.639413226,-4.391248708,-3.50154003,0.022606349,7022
3.399625711,1.637353395,1.316289231,3.596796149,0.160402912,0.031581074,56.56010481,0.402881254,0.020585175,0.045293073,-3.348439562,-4.703806294,-16.18616005,-2.396684128,0.025149062,4950
4.112837891,1.55977578,3.593066647,3.691213045,0.287298114,0.387959513,81.86774843,0.183787625,0.010879464,0.048228141,-2.356384953,-4.768330148,-4.682774719,-1.958376956,0.015974438,663
2.730426932,1.970181564,2.575113869,4.406919601,0.142129881,0.741257961,67.3887959,0.687153866,0.898950159,0.020292683,-2.3780911,-3.355668956,-11.37031727,-1.938558664,0.015235968,210
2.329434884,1.216067011,1.501409517,4.474585883,0.196581732,0.295017412,38.07439352,0.220827037,0.652050935,0.025757116,-4.062162989,-13.46663354,-3.652960503,-2.944406979,0.033432725,79
4.495834215,1.143739086,3.323447895,4.177042505,0.295061646,0.630090154,43.72378358,0.034082838,0.947993066,0.02084981,-2.754658963,-8.189079313,-2.361138142,-1.35277903,0.015355835,1063
3.037980762,1.438549934,1.787900571,2.866283562,0.389324022,0.571344381,68.57437692,0.152827642,0.032659463,0.037628646,-2.974167764,-14.58110395,-2.21962044,-1.319930391,0.014703698,615
2.187677594,0.699133611,2.060214175,3.671101523,0.041601373,0.670059141,17.08727372,0.086568123,0.707620109,0.026122002,-3.292247904,-6.185039659,-4.485778098,-2.469123899,0.025257041,29
3.440171478,1.722058855,3.603225707,3.964530941,0.32460093,0.183514376,35.7573845,0.014637861,1.040812968,0.020817754,-2.085881832,-3.194816778,-13.8033606,-1.227875461,0.011219663,314
3.862106372,1.409175132,2.356131229,3.91283111,0.367563971,0.17595947,11.20368574,0.471287723,-0.673020517,0.057776127,-1.974553315,-11.79798059,-3.444939102,-3.447471992,0.021907606,74
3.980168481,0.754519899,3.351804064,3.746669062,0.41511553,0.079070393,70.85906941,0.922469665,0.084999895,0.035446907,-3.596825477,-4.294708354,-8.271538896,-3.56950621,0.034684125,28046
2.560233338,0.115040697,1.352654338,3.755608159,0.334813963,0.374017706,45.91118578,0.360639966,-0.321965455,0.049874685,-3.066367341,-3.830444127,-11.47418947,-2.154229949,0.0215385,2314
2.318577554,1.913846745,1.45904716,3.850273254,0.296691218,0.775536772,93.7664912,0.773052355,-0.161293498,0.033635864,-3.186939197,-12.7904216,-3.790252709,-3.475337638,0.032295314,147
2.666169765,1.179013214,3.903205312,3.461423848,0.483647399,0.412044757,65.7958485,0.39525638,0.727624071,0.027134885,-2.360988328,-19.78809817,-1.74165432,-1.38627509,0.013677902,177
2.63903799,0.925774091,2.884221963,4.311248791,0.42255242,0.397116205,48.70699284,0.872686734,1.166382733,0.019267101,-3.980204054,-5.780795612,-18.01799271,-4.440826403,0.043331934,366
3.512377048,0.33451243,3.271220105,2.974736003,0.492563752,0.581766794,77.88500801,0.138538789,0.553017177,0.034598177,-2.271141915,-2.299775797,-5.357671436,-3.096700435,0.024623646,141002
3.183539206,1.936696729,1.297363399,3.165535213,0.376974057,0.21834898,62.73389791,0.791669225,1.013846205,0.022729632,-3.925701816,-19.36538227,-2.790920441,-2.453019066,0.028310168,1080
2.857447052,1.076737564,3.396373037,3.510154469,0.074001827,0.096215603,61.99113592,0.409150475,1.186228125,0.018433281,-2.455037968,-4.19296866,-4.207957753,-3.664793734,0.029487284,7640
4.487408281,1.135203607,2.683135915,3.626483456,0.349527458,0.437949042,39.00964365,0.952540645,0.762742255,0.023749877,-2.591315063,-3.321086808,-9.402771784,-2.773655382,0.022761047,24840
2.104635732,1.09204807,1.739563239,3.689759302,0.398112763,0.124598643,40.8999769,0.076759424,0.690765312,0.02152232,-1.857675172,-4.13754397,-4.047677139,-1.737439205,0.011554067,194
4.270579234,0.977431382,3.290734353,3.229687002,0.183860487,0.821680733,32.99352277,0.997520482,1.206985914,0.017187089,-2.729465204,-12.53966608,-2.066616193,-1.785020622,0.019491929,4753
3.378226757,0.188022745,3.618949913,3.12131133,0.451246346,0.448027955,18.06419726,0.435377874,1.050918063,0.019952748,-1.741962926,-4.389996017,-16.88480148,-2.976803295,0.017833208,3124
3.210252319,0.802219783,2.778513173,2.814813268,0.286040094,0.94495523,50.27135178,0.351772523,0.88701404,0.021728551,-4.105848108,-11.5758676,-4.629159668,-3.147808072,0.035446654,452
2.920776762,0.264935514,2.294702009,2.878343437,0.100672985,0.249500864,99.77044801,0.894159561,-0.483190228,0.047161501,-1.824554097,-8.001846492,-2.0357798,-2.763286476,0.018546929,11145
3.73965965,1.348398261,1.925575461,3.035683707,0.019493125,0.047428714,44.0568032,0.613659153,0.055777722,0.033558441,-2.177202249,-4.839211078,-14.87554962,-3.508699074,0.022874455,18200
2.46636944,0.534330424,2.450867087,4.248630695,0.130833788,0.036256858,82.95080678,0.64220103,-0.33991291,0.062907258,-3.088661986,-10.51419712,-3.129010719,-1.836520933,0.021078362,104
4.412524237,0.644775588,3.535023928,4.343116258,0.231079711,0.140617295,87.073879,0.168155812,1.263307431,0.017073365,-2.148010302,-4.94588018,-2.337811758,-2.060749521,0.016740973,11222
2.003483524,0.964777069,2.978483531,4.446585024,0.210267868,0.230474044,59.10881832,0.486388813,1.260320458,0.015542821,-2.534237299,-16.159794,-3.033487799,-2.616985684,0.023807273,85
3.473757335,1.012950001,2.238146305,4.482202637,0.408286243,0.704927041,78.65499576,0.298094792,0.124580453,0.045148751,-1.451810417,-5.739914863,-2.482888125,-3.107620831,0.015967707,1119
2.407208503,1.982500241,3.455456086,3.538785662,0.25998219,0.342695165,20.31704474,0.735291248,0.909639444,0.022962529,-3.671710639,-9.4036041,-3.05905828,-2.519396736,0.027625461,14
2.06677998,0.41464849,3.047240802,4.120931873,0.167749274,0.876933057,21.62168108,0.705935939,0.656661191,0.017027121,-3.606794532,-3.655007483,-4.19505279,-2.402771265,0.028389827,99
2.712636232,0.488996686,3.88343572,4.008073314,0.305911882,0.522829495,89.68977814,0.681836257,-0.665257898,0.04811852,-2.678039165,-12.20221168,-3.51674451,-2.494884089,0.023485455,110
3.099535066,1.516558331,2.609978234,3.331067774,0.005105112,0.269112476,66.81105062,0.741367251,-0.155271776,0.019809412,-1.986362183,-19.12980813,-4.056262707,-3.144988975,0.021799067,614
4.157681574,1.678155101,1.63334103,3.363984422,0.474215186,0.472227814,85.1073435,0.677276925,-0.403151186,0.050892076,-2.98845113,-19.66127193,-2.585317859,-2.337478671,0.023834547,3138
4.103963993,0.251784454,1.50810414,3.24807293,0.261659648,0.326673614,33.68917892,0.218807815,0.863623523,0.019477998,-3.094077595,-9.452162376,-2.766973634,-3.605147251,0.029925078,28837
4.206848351,1.36598016,1.681638141,4.371830991,0.025184355,0.686683863,54.38496071,0.529939724,0.806877527,0.023327318,-1.882533113,-3.237698906,-14.72253911,-2.292637653,0.017223674,22194
3.777751796,0.29251603,3.671798821,3.583639703,0.099311265,0.556319024,51.6872459,0.960140914,1.045190551,0.021272801,-3.00640715,-5.282567977,-1.446362287,-1.180856295,0.013308641,2803
3.307076581,0.875673355,1.212324364,3.189945529,0.17062712,0.282911805,80.77619153,0.918020229,0.838746784,0.028834034,-2.423428371,-4.285240211,-17.81736626,-2.589481907,0.01867598,13206
3.678250595,0.584392485,1.543741807,4.044862595,0.141136285,0.106445725,75.18768975,0.030984789,0.715539472,0.02339339,-1.536430336,-15.69941029,-1.889759262,-3.002268088,0.017161503,21749
2.951622103,0.604484356,3.125893366,3.398548753,0.199605189,0.305285417,14.50471399,0.518600733,0.909861845,0.026349537,-1.610667281,-4.399935369,-5.178361612,-2.774643469,0.018438251,1401
3.575427744,0.37573074,1.843509556,4.414947534,0.248743446,0.723621726,72.11597035,0.800689857,1.05676874,0.020923955,-1.575467203,-14.00233692,-3.104238863,-2.6022298,0.015556194,1942
2.228731793,1.487309678,2.177853885,3.786774768,0.460543825,0.496955756,29.78571243,0.822978716,1.13920122,0.020875269,-3.189126043,-5.787964212,-12.13155452,-3.473267946,0.031841451,50
4.030057591,1.82441229,3.077788823,3.080787433,0.11225111,0.012371073,25.48349846,0.311143006,-0.405391833,0.046771453,-3.025352214,-10.15346998,-3.410986819,-3.326139742,0.029323733,1503
3.264894012,0.714652919,2.428497572,3.428563502,0.036190931,0.893024088,91.51867023,0.055634021,0.508490747,0.027633833,-4.127325302,-5.217134309,-4.914859861,-3.874093245,0.037670661,5010
3.934014606,0.147995527,1.982490299,2.923410558,0.278717682,0.928679305,22.67370176,0.553377125,-0.76843278,0.048142788,-2.784450141,-15.8650357,-2.466484132,-1.360884865,0.012730725,3954
3.626511315,1.774519745,3.759881505,3.063725566,0.353795725,0.744254292,96.28602282,0.256152072,-0.078063402,0.042198807,-1.918491267,-18.61909707,-2.039013057,-2.918973124,0.020060363,667
4.368584898,1.74815829,2.107900087,3.870564332,0.080907571,0.783812692,26.88400315,0.187287161,0.48190335,0.035099678,-1.611015119,-8.546524624,-3.250010895,-3.495430883,0.018397613,351
2.278502704,1.633760755,2.017762166,3.304974987,0.059346036,0.90237208,46.29431455,0.636196411,1.46217809,0.014831352,-2.934519347,-4.155160607,-2.373342106,-2.957171432,0.026387305,479
4.07216561,1.877365618,2.586464567,4.264829445,0.204953434,0.606931436,57.23819297,0.266909144,0.40059024,0.03035509,-2.747733773,-5.497974775,-17.88578217,-4.335544171,0.035097219,3094
3.825797522,0.83264585,3.185326589,4.164008571,0.226953959,0.508986719,73.32726896,0.56373034,0.669881255,0.029564267,-4.083289592,-4.865765958,-12.20057324,-3.45249388,0.037892918,4188
4.315095366,1.595671779,2.529291953,4.151294562,0.44904147,0.979417178,55.8358903,0.844047285,0.648054929,0.021382097,-2.420078411,-3.306734893,-4.220775127,-2.932509876,0.023832496,10710
3.113940805,1.228808175,3.791199654,3.955711786,0.31028248,0.849464708,88.55802794,0.115961692,0.348211873,0.029084488,-2.69068306,-3.691021193,-13.24225901,-2.59194687,0.023353501,842
2.358869487,1.25939933,3.970390428,3.555492511,0.06194042,0.632452964,37.44580853,0.594898424,0.41294431,0.030988313,-1.965981689,-6.704220514,-2.888292305,-2.796027738,0.021990671,62
2.518591631,1.552142972,2.715386251,2.941085857,0.156200717,0.806016516,98.13307614,0.326890736,0.69924408,0.02737077,-1.771449613,-5.513471682,-4.287680687,-3.345664699,0.021555895,471
2.785900371,1.311105988,2.863680637,4.202952398,0.125833296,0.993712941,30.82741779,0.456973198,-0.331558097,0.044145019,-3.420932213,-4.455747148,-10.2273904,-3.23094428,0.031963183,206
2.817002151,0.478791555,1.382772987,4.079502402,0.433425572,0.641861697,12.98073065,0.236182064,-0.109795643,0.042333383,-2.048269361,-19.54981786,-3.253104817,-2.813813512,0.019802283,133
